Number;Chemical name;Chemical Formula;Monoisotopic mass;[M+H]+;[M-H]-;Smile Code;INCHi;Source
1240;Ketoprofen-M448;C18H17NO6;343.105589;344.113414;342.097764;CC(C1=CC(=C(C=C1)O)C(=O)C2=CC=C(C=C2)O)C(=O)NCC(O)=O;InChI=1S/C18H17NO6/c1-10(18(25)19-9-16(22)23)12-4-7-15(21)14(8-12)17(24)11-2-5-13(20)6-3-11/h2-8,10,20-21H,9H2,1H3,(H,19,25)(H,22,23);BioTransformer 3.0
1241;Ketoprofen-M449;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=C(C=C1)O)C(=O)C2=CC=C(C=C2)OC3OC(C(O)C(O)C3O)C(O)=O)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)11-4-7-14(23)13(8-11)15(24)10-2-5-12(6-3-10)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1242;Ketoprofen-M450;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=C(C=C1)OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC=C(C=C3)O)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)11-4-7-14(13(8-11)15(24)10-2-5-12(23)6-3-10)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1243;Ketoprofen-M451;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=C(C=C1)O)C(=O)C2=CC=C(C=C2)O)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O;InChI=1S/C22H22O11/c1-9(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)11-4-7-14(24)13(8-11)15(25)10-2-5-12(23)6-3-10/h2-9,16-19,22-24,26-28H,1H3,(H,29,30);BioTransformer 3.0
1244;Ketoprofen-M452;C23H27NO7;429.178754;430.186579;428.170929;CC(C1=CC(=C(C=C1)O)C(=O)C2=CC=C(C=C2)O)C(=O)OC(C[N+](C)(C)C)CC([O-])=O;InChI=1S/C23H27NO7/c1-14(23(30)31-18(12-21(27)28)13-24(2,3)4)16-7-10-20(26)19(11-16)22(29)15-5-8-17(25)9-6-15/h5-11,14,18H,12-13H2,1-4H3,(H2-,25,26,27,28,29);BioTransformer 3.0
1245;Ketoprofen-M453;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=C(C=C1)O)C(=O)C2=CC=C(C(=C2)O)O)C(=O)O;InChI=1S/C16H14O6/c1-8(16(21)22)9-2-4-12(17)11(6-9)15(20)10-3-5-13(18)14(19)7-10/h2-8,17-19H,1H3,(H,21,22);BioTransformer 3.0
1246;Ketoprofen-M454;C16H14O6;302.07904;303.086865;301.071215;C(C(C1=CC(=C(C=C1)O)C(=O)C2=CC=C(C=C2)O)C(=O)O)O;InChI=1S/C16H14O6/c17-8-13(16(21)22)10-3-6-14(19)12(7-10)15(20)9-1-4-11(18)5-2-9/h1-7,13,17-19H,8H2,(H,21,22);BioTransformer 3.0
1247;Ketoprofen-M455;C16H12O5;284.068475;285.0763;283.06065;C=C(C1=CC(=C(C=C1)O)C(=O)C2=CC=C(C=C2)O)C(=O)O;InChI=1S/C16H12O5/c1-9(16(20)21)11-4-7-14(18)13(8-11)15(19)10-2-5-12(17)6-3-10/h2-8,17-18H,1H2,(H,20,21);BioTransformer 3.0
1248;Ketoprofen-M456;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=C(C(=C1)O)O)C(=O)C2=CC=C(C=C2)O)C(=O)O;InChI=1S/C16H14O6/c1-8(16(21)22)10-6-12(15(20)13(18)7-10)14(19)9-2-4-11(17)5-3-9/h2-8,17-18,20H,1H3,(H,21,22);BioTransformer 3.0
1249;Ketoprofen-M457;C18H17NO6;343.105589;344.113414;342.097764;CC(C1=CC(=C(C=C1O)O)C(=O)C2=CC=CC=C2)C(=O)NCC(O)=O;InChI=1S/C18H17NO6/c1-10(18(25)19-9-16(22)23)12-7-13(15(21)8-14(12)20)17(24)11-5-3-2-4-6-11/h2-8,10,20-21H,9H2,1H3,(H,19,25)(H,22,23);BioTransformer 3.0
1250;Ketoprofen-M458;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=C(C=C1O)OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC=CC=C3)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)11-7-12(15(24)10-5-3-2-4-6-10)14(8-13(11)23)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1251;Ketoprofen-M459;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=C(C=C1OC2OC(C(O)C(O)C2O)C(O)=O)O)C(=O)C3=CC=CC=C3)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)11-7-12(15(24)10-5-3-2-4-6-10)13(23)8-14(11)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1252;Ketoprofen-M460;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=C(C=C1O)O)C(=O)C2=CC=CC=C2)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O;InChI=1S/C22H22O11/c1-9(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)11-7-12(14(24)8-13(11)23)15(25)10-5-3-2-4-6-10/h2-9,16-19,22-24,26-28H,1H3,(H,29,30);BioTransformer 3.0
1253;Ketoprofen-M461;C23H27NO7;429.178754;430.186579;428.170929;CC(C1=CC(=C(C=C1O)O)C(=O)C2=CC=CC=C2)C(=O)OC(C[N+](C)(C)C)CC([O-])=O;InChI=1S/C23H27NO7/c1-14(23(30)31-16(10-21(27)28)13-24(2,3)4)17-11-18(20(26)12-19(17)25)22(29)15-8-6-5-7-9-15/h5-9,11-12,14,16H,10,13H2,1-4H3,(H2-,25,26,27,28,29);BioTransformer 3.0
1254;Ketoprofen-M462;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=C(C=C1O)O)C(=O)C2=CC=C(C=C2)O)C(=O)O;InChI=1S/C16H14O6/c1-8(16(21)22)11-6-12(14(19)7-13(11)18)15(20)9-2-4-10(17)5-3-9/h2-8,17-19H,1H3,(H,21,22);BioTransformer 3.0
1255;Ketoprofen-M463;C16H14O6;302.07904;303.086865;301.071215;C(C(C1=CC(=C(C=C1O)O)C(=O)C2=CC=CC=C2)C(=O)O)O;InChI=1S/C16H14O6/c17-8-12(16(21)22)10-6-11(14(19)7-13(10)18)15(20)9-4-2-1-3-5-9/h1-7,12,17-19H,8H2,(H,21,22);BioTransformer 3.0
1256;Ketoprofen-M464;C16H12O5;284.068475;285.0763;283.06065;C=C(C1=CC(=C(C=C1O)O)C(=O)C2=CC=CC=C2)C(=O)O;InChI=1S/C16H12O5/c1-9(16(20)21)11-7-12(14(18)8-13(11)17)15(19)10-5-3-2-4-6-10/h2-8,17-18H,1H2,(H,20,21);BioTransformer 3.0
1257;Ketoprofen-M465;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=C(C=C1O)O)C(=O)C2=CC(=CC=C2)O)C(=O)O;InChI=1S/C16H14O6/c1-8(16(21)22)11-6-12(14(19)7-13(11)18)15(20)9-3-2-4-10(17)5-9/h2-8,17-19H,1H3,(H,21,22);BioTransformer 3.0
1258;Ketoprofen-M466;C18H17NO6;343.105589;344.113414;342.097764;C(C(C1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2)C(=O)NCC(O)=O)O;InChI=1S/C18H17NO6/c20-10-14(18(25)19-9-16(22)23)12-6-7-15(21)13(8-12)17(24)11-4-2-1-3-5-11/h1-8,14,20-21H,9-10H2,(H,19,25)(H,22,23);BioTransformer 3.0
1259;Ketoprofen-M467;C22H22O11;462.116215;463.12404;461.10839;C(C(C1=CC(=C(C=C1)OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC=CC=C3)C(=O)O)O;InChI=1S/C22H22O11/c23-9-13(20(28)29)11-6-7-14(12(8-11)15(24)10-4-2-1-3-5-10)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h1-8,13,16-19,22-23,25-27H,9H2,(H,28,29)(H,30,31);BioTransformer 3.0
1260;Ketoprofen-M468;C22H22O11;462.116215;463.12404;461.10839;C(C(C1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O)O;InChI=1S/C22H22O11/c23-9-13(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)11-6-7-14(24)12(8-11)15(25)10-4-2-1-3-5-10/h1-8,13,16-19,22-24,26-28H,9H2,(H,29,30);BioTransformer 3.0
1261;Ketoprofen-M469;C16H14O8S;366.040942;367.048767;365.033117;C(C(C1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2)C(=O)O)OS(O)(=O)=O;InChI=1S/C16H14O8S/c17-14-7-6-11(13(16(19)20)9-24-25(21,22)23)8-12(14)15(18)10-4-2-1-3-5-10/h1-8,13,17H,9H2,(H,19,20)(H,21,22,23);BioTransformer 3.0
1262;Ketoprofen-M470;C23H27NO7;429.178754;430.186579;428.170929;C(C(C1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2)C(=O)OC(C[N+](C)(C)C)CC([O-])=O)O;InChI=1S/C23H27NO7/c1-24(2,3)13-17(12-21(27)28)31-23(30)19(14-25)16-9-10-20(26)18(11-16)22(29)15-7-5-4-6-8-15/h4-11,17,19,25H,12-14H2,1-3H3,(H-,26,27,28,29);BioTransformer 3.0
1263;Ketoprofen-M471;C16H12O5;284.068475;285.0763;283.06065;C(C(C1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2)C(=O)O)=O;InChI=1S/C16H12O5/c17-9-13(16(20)21)11-6-7-14(18)12(8-11)15(19)10-4-2-1-3-5-10/h1-9,13,18H,(H,20,21);BioTransformer 3.0
1264;Ketoprofen-M472;C16H14O6;302.07904;303.086865;301.071215;C(C(C1=CC(=C(C(=C1)O)O)C(=O)C2=CC=CC=C2)C(=O)O)O;InChI=1S/C16H14O6/c17-8-12(16(21)22)10-6-11(15(20)13(18)7-10)14(19)9-4-2-1-3-5-9/h1-7,12,17-18,20H,8H2,(H,21,22);BioTransformer 3.0
1265;Ketoprofen-M473;C16H14O6;302.07904;303.086865;301.071215;C(C(C1=CC(=C(C=C1)O)C(=O)C2=CC(=CC=C2)O)C(=O)O)O;InChI=1S/C16H14O6/c17-8-13(16(21)22)9-4-5-14(19)12(7-9)15(20)10-2-1-3-11(18)6-10/h1-7,13,17-19H,8H2,(H,21,22);BioTransformer 3.0
1266;Ketoprofen-M474;C18H15NO5;325.095024;326.102849;324.087199;C=C(C1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2)C(=O)NCC(O)=O;InChI=1S/C18H15NO5/c1-11(18(24)19-10-16(21)22)13-7-8-15(20)14(9-13)17(23)12-5-3-2-4-6-12/h2-9,20H,1,10H2,(H,19,24)(H,21,22);BioTransformer 3.0
1267;Ketoprofen-M475;C22H20O10;444.10565;445.113475;443.097825;C=C(C1=CC(=C(C=C1)OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC=CC=C3)C(=O)O;InChI=1S/C22H20O10/c1-10(20(27)28)12-7-8-14(13(9-12)15(23)11-5-3-2-4-6-11)31-22-18(26)16(24)17(25)19(32-22)21(29)30/h2-9,16-19,22,24-26H,1H2,(H,27,28)(H,29,30);BioTransformer 3.0
1268;Ketoprofen-M476;C22H20O10;444.10565;445.113475;443.097825;C=C(C1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O;InChI=1S/C22H20O10/c1-10(21(30)32-22-18(27)16(25)17(26)19(31-22)20(28)29)12-7-8-14(23)13(9-12)15(24)11-5-3-2-4-6-11/h2-9,16-19,22-23,25-27H,1H2,(H,28,29);BioTransformer 3.0
1269;Ketoprofen-M477;C23H25NO6;411.168189;412.176014;410.160364;C=C(C1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2)C(=O)OC(C[N+](C)(C)C)CC([O-])=O;InChI=1S/C23H25NO6/c1-15(23(29)30-18(13-21(26)27)14-24(2,3)4)17-10-11-20(25)19(12-17)22(28)16-8-6-5-7-9-16/h5-12,18H,1,13-14H2,2-4H3,(H-,25,26,27,28);BioTransformer 3.0
1270;Ketoprofen-M478;C16H12O5;284.068475;285.0763;283.06065;C1C(C2=CC(=C(C=C2)O)C(=O)C3=CC=CC=C3)(C(=O)O)O1;InChI=1S/C16H12O5/c17-13-7-6-11(16(9-21-16)15(19)20)8-12(13)14(18)10-4-2-1-3-5-10/h1-8,17H,9H2,(H,19,20);BioTransformer 3.0
1271;Ketoprofen-M479;C16H12O5;284.068475;285.0763;283.06065;C=C(C1=CC(=C(C(=C1)O)O)C(=O)C2=CC=CC=C2)C(=O)O;InChI=1S/C16H12O5/c1-9(16(20)21)11-7-12(15(19)13(17)8-11)14(18)10-5-3-2-4-6-10/h2-8,17,19H,1H2,(H,20,21);BioTransformer 3.0
1272;Ketoprofen-M480;C16H12O5;284.068475;285.0763;283.06065;C=C(C1=CC(=C(C=C1)O)C(=O)C2=CC(=CC=C2)O)C(=O)O;InChI=1S/C16H12O5/c1-9(16(20)21)10-5-6-14(18)13(8-10)15(19)11-3-2-4-12(17)7-11/h2-8,17-18H,1H2,(H,20,21);BioTransformer 3.0
1273;Ketoprofen-M481;C18H17NO6;343.105589;344.113414;342.097764;CC(C1=CC(=C(C(=C1)O)O)C(=O)C2=CC=CC=C2)C(=O)NCC(O)=O;InChI=1S/C18H17NO6/c1-10(18(25)19-9-15(21)22)12-7-13(17(24)14(20)8-12)16(23)11-5-3-2-4-6-11/h2-8,10,20,24H,9H2,1H3,(H,19,25)(H,21,22);BioTransformer 3.0
1274;Ketoprofen-M482;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=C(C(=C1)O)OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC=CC=C3)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)11-7-12(14(24)10-5-3-2-4-6-10)18(13(23)8-11)32-22-17(27)15(25)16(26)19(33-22)21(30)31/h2-9,15-17,19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1275;Ketoprofen-M483;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=C(C(=C1)OC2OC(C(O)C(O)C2O)C(O)=O)O)C(=O)C3=CC=CC=C3)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)11-7-12(14(23)10-5-3-2-4-6-10)15(24)13(8-11)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22,24-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1276;Ketoprofen-M484;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=C(C(=C1)O)O)C(=O)C2=CC=CC=C2)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O;InChI=1S/C22H22O11/c1-9(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)11-7-12(15(25)13(23)8-11)14(24)10-5-3-2-4-6-10/h2-9,16-19,22-23,25-28H,1H3,(H,29,30);BioTransformer 3.0
1277;Ketoprofen-M485;C23H27NO7;429.178754;430.186579;428.170929;CC(C1=CC(=C(C(=C1)O)O)C(=O)C2=CC=CC=C2)C(=O)OC(C[N+](C)(C)C)CC([O-])=O;InChI=1S/C23H27NO7/c1-14(23(30)31-17(12-20(26)27)13-24(2,3)4)16-10-18(22(29)19(25)11-16)21(28)15-8-6-5-7-9-15/h5-11,14,17H,12-13H2,1-4H3,(H2-,25,26,27,28,29);BioTransformer 3.0
1278;Ketoprofen-M486;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=C(C(=C1O)O)O)C(=O)C2=CC=CC=C2)C(=O)O;InChI=1S/C16H14O6/c1-8(16(21)22)10-7-11(14(19)15(20)13(10)18)12(17)9-5-3-2-4-6-9/h2-8,18-20H,1H3,(H,21,22);BioTransformer 3.0
1279;Ketoprofen-M487;C16H16O5;288.099775;289.1076;287.09195;CC(C1=CC(=C(C=C1)O)C(O)C2=CC(=CC=C2)O)C(=O)O;InChI=1S/C16H16O5/c1-9(16(20)21)10-5-6-14(18)13(8-10)15(19)11-3-2-4-12(17)7-11/h2-9,15,17-19H,1H3,(H,20,21);BioTransformer 3.0
1280;Ketoprofen-M488;C18H17NO6;343.105589;344.113414;342.097764;CC(C1=CC(=C(C=C1)O)C(=O)C2=CC(=CC=C2)O)C(=O)NCC(O)=O;InChI=1S/C18H17NO6/c1-10(18(25)19-9-16(22)23)11-5-6-15(21)14(8-11)17(24)12-3-2-4-13(20)7-12/h2-8,10,20-21H,9H2,1H3,(H,19,25)(H,22,23);BioTransformer 3.0
1281;Ketoprofen-M489;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=C(C=C1)O)C(=O)C2=CC(=CC=C2)OC3OC(C(O)C(O)C3O)C(O)=O)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)10-5-6-14(23)13(8-10)15(24)11-3-2-4-12(7-11)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1282;Ketoprofen-M490;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=C(C=C1)OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC(=CC=C3)O)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)10-5-6-14(13(8-10)15(24)11-3-2-4-12(23)7-11)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1283;Ketoprofen-M491;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=C(C=C1)O)C(=O)C2=CC(=CC=C2)O)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O;InChI=1S/C22H22O11/c1-9(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)10-5-6-14(24)13(8-10)15(25)11-3-2-4-12(23)7-11/h2-9,16-19,22-24,26-28H,1H3,(H,29,30);BioTransformer 3.0
1284;Ketoprofen-M492;C23H27NO7;429.178754;430.186579;428.170929;CC(C1=CC(=C(C=C1)O)C(=O)C2=CC(=CC=C2)O)C(=O)OC(C[N+](C)(C)C)CC([O-])=O;InChI=1S/C23H27NO7/c1-14(23(30)31-18(12-21(27)28)13-24(2,3)4)15-8-9-20(26)19(11-15)22(29)16-6-5-7-17(25)10-16/h5-11,14,18H,12-13H2,1-4H3,(H2-,25,26,27,28,29);BioTransformer 3.0
1285;Ketoprofen-M493;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=C(C=C1)O)C(=O)C2=CC(=CC=C2)O)(C(=O)O)O;InChI=1S/C16H14O6/c1-16(22,15(20)21)10-5-6-13(18)12(8-10)14(19)9-3-2-4-11(17)7-9/h2-8,17-18,22H,1H3,(H,20,21);BioTransformer 3.0
1286;Ketoprofen-M494;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=C(C(=C1)O)O)C(=O)C2=CC(=CC=C2)O)C(=O)O;InChI=1S/C16H14O6/c1-8(16(21)22)10-6-12(15(20)13(18)7-10)14(19)9-3-2-4-11(17)5-9/h2-8,17-18,20H,1H3,(H,21,22);BioTransformer 3.0
1287;Ketoprofen-M495;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=C(C=C1)O)C(=O)C2=CC(=CC(=C2)O)O)C(=O)O;InChI=1S/C16H14O6/c1-8(16(21)22)9-2-3-14(19)13(6-9)15(20)10-4-11(17)7-12(18)5-10/h2-8,17-19H,1H3,(H,21,22);BioTransformer 3.0
1288;Ketoprofen-M496;C18H17NO6;343.105589;344.113414;342.097764;CC(C1=CC(=CC=C1O)C(=O)C2=CC=C(C=C2)O)C(=O)NCC(O)=O;InChI=1S/C18H17NO6/c1-10(18(25)19-9-16(22)23)14-8-12(4-7-15(14)21)17(24)11-2-5-13(20)6-3-11/h2-8,10,20-21H,9H2,1H3,(H,19,25)(H,22,23);BioTransformer 3.0
1289;Ketoprofen-M497;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC=C1O)C(=O)C2=CC=C(C=C2)OC3OC(C(O)C(O)C3O)C(O)=O)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)13-8-11(4-7-14(13)23)15(24)10-2-5-12(6-3-10)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1290;Ketoprofen-M498;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC=C1OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC=C(C=C3)O)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)13-8-11(15(24)10-2-5-12(23)6-3-10)4-7-14(13)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1291;Ketoprofen-M499;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC=C1O)C(=O)C2=CC=C(C=C2)O)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O;InChI=1S/C22H22O11/c1-9(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)13-8-11(4-7-14(13)24)15(25)10-2-5-12(23)6-3-10/h2-9,16-19,22-24,26-28H,1H3,(H,29,30);BioTransformer 3.0
1292;Ketoprofen-M500;C23H27NO7;429.178754;430.186579;428.170929;CC(C1=CC(=CC=C1O)C(=O)C2=CC=C(C=C2)O)C(=O)OC(C[N+](C)(C)C)CC([O-])=O;InChI=1S/C23H27NO7/c1-14(23(30)31-18(12-21(27)28)13-24(2,3)4)19-11-16(7-10-20(19)26)22(29)15-5-8-17(25)9-6-15/h5-11,14,18H,12-13H2,1-4H3,(H2-,25,26,27,28,29);BioTransformer 3.0
1293;Ketoprofen-M501;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=CC=C1O)C(=O)C2=CC=C(C(=C2)O)O)C(=O)O;InChI=1S/C16H14O6/c1-8(16(21)22)11-6-9(2-4-12(11)17)15(20)10-3-5-13(18)14(19)7-10/h2-8,17-19H,1H3,(H,21,22);BioTransformer 3.0
1294;Ketoprofen-M502;C16H14O6;302.07904;303.086865;301.071215;C(C(C1=CC(=CC=C1O)C(=O)C2=CC=C(C=C2)O)C(=O)O)O;InChI=1S/C16H14O6/c17-8-13(16(21)22)12-7-10(3-6-14(12)19)15(20)9-1-4-11(18)5-2-9/h1-7,13,17-19H,8H2,(H,21,22);BioTransformer 3.0
1295;Ketoprofen-M503;C16H12O5;284.068475;285.0763;283.06065;C=C(C1=CC(=CC=C1O)C(=O)C2=CC=C(C=C2)O)C(=O)O;InChI=1S/C16H12O5/c1-9(16(20)21)13-8-11(4-7-14(13)18)15(19)10-2-5-12(17)6-3-10/h2-8,17-18H,1H2,(H,20,21);BioTransformer 3.0
1296;Ketoprofen-M504;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=CC(=C1O)O)C(=O)C2=CC=C(C=C2)O)C(=O)O;InChI=1S/C16H14O6/c1-8(16(21)22)12-6-10(7-13(18)15(12)20)14(19)9-2-4-11(17)5-3-9/h2-8,17-18,20H,1H3,(H,21,22);BioTransformer 3.0
1297;Ketoprofen-M505;C18H17NO6;343.105589;344.113414;342.097764;C(C(C1=CC(=CC=C1O)C(=O)C2=CC=CC=C2)C(=O)NCC(O)=O)O;InChI=1S/C18H17NO6/c20-10-14(18(25)19-9-16(22)23)13-8-12(6-7-15(13)21)17(24)11-4-2-1-3-5-11/h1-8,14,20-21H,9-10H2,(H,19,25)(H,22,23);BioTransformer 3.0
1298;Ketoprofen-M506;C22H22O11;462.116215;463.12404;461.10839;C(C(C1=CC(=CC=C1OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC=CC=C3)C(=O)O)O;InChI=1S/C22H22O11/c23-9-13(20(28)29)12-8-11(15(24)10-4-2-1-3-5-10)6-7-14(12)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h1-8,13,16-19,22-23,25-27H,9H2,(H,28,29)(H,30,31);BioTransformer 3.0
1299;Ketoprofen-M507;C22H22O11;462.116215;463.12404;461.10839;C(C(C1=CC(=CC=C1O)C(=O)C2=CC=CC=C2)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O)O;InChI=1S/C22H22O11/c23-9-13(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)12-8-11(6-7-14(12)24)15(25)10-4-2-1-3-5-10/h1-8,13,16-19,22-24,26-28H,9H2,(H,29,30);BioTransformer 3.0
1300;Ketoprofen-M508;C16H14O8S;366.040942;367.048767;365.033117;C(C(C1=CC(=CC=C1O)C(=O)C2=CC=CC=C2)C(=O)O)OS(O)(=O)=O;InChI=1S/C16H14O8S/c17-14-7-6-11(15(18)10-4-2-1-3-5-10)8-12(14)13(16(19)20)9-24-25(21,22)23/h1-8,13,17H,9H2,(H,19,20)(H,21,22,23);BioTransformer 3.0
1301;Ketoprofen-M509;C23H27NO7;429.178754;430.186579;428.170929;C(C(C1=CC(=CC=C1O)C(=O)C2=CC=CC=C2)C(=O)OC(C[N+](C)(C)C)CC([O-])=O)O;InChI=1S/C23H27NO7/c1-24(2,3)13-17(12-21(27)28)31-23(30)19(14-25)18-11-16(9-10-20(18)26)22(29)15-7-5-4-6-8-15/h4-11,17,19,25H,12-14H2,1-3H3,(H-,26,27,28,29);BioTransformer 3.0
1302;Ketoprofen-M510;C16H12O5;284.068475;285.0763;283.06065;C(C(C1=CC(=CC=C1O)C(=O)C2=CC=CC=C2)C(=O)O)=O;InChI=1S/C16H12O5/c17-9-13(16(20)21)12-8-11(6-7-14(12)18)15(19)10-4-2-1-3-5-10/h1-9,13,18H,(H,20,21);BioTransformer 3.0
1303;Ketoprofen-M511;C16H14O6;302.07904;303.086865;301.071215;C(C(C1=CC(=CC(=C1O)O)C(=O)C2=CC=CC=C2)C(=O)O)O;InChI=1S/C16H14O6/c17-8-12(16(21)22)11-6-10(7-13(18)15(11)20)14(19)9-4-2-1-3-5-9/h1-7,12,17-18,20H,8H2,(H,21,22);BioTransformer 3.0
1304;Ketoprofen-M512;C18H15NO5;325.095024;326.102849;324.087199;C=C(C1=CC(=CC=C1O)C(=O)C2=CC=CC=C2)C(=O)NCC(O)=O;InChI=1S/C18H15NO5/c1-11(18(24)19-10-16(21)22)14-9-13(7-8-15(14)20)17(23)12-5-3-2-4-6-12/h2-9,20H,1,10H2,(H,19,24)(H,21,22);BioTransformer 3.0
1305;Ketoprofen-M513;C22H20O10;444.10565;445.113475;443.097825;C=C(C1=CC(=CC=C1OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC=CC=C3)C(=O)O;InChI=1S/C22H20O10/c1-10(20(27)28)13-9-12(15(23)11-5-3-2-4-6-11)7-8-14(13)31-22-18(26)16(24)17(25)19(32-22)21(29)30/h2-9,16-19,22,24-26H,1H2,(H,27,28)(H,29,30);BioTransformer 3.0
